"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","decade"
"7208","TRAMNQJ128F1456E04","Bad Azz","Tha Stand",-5.108,86.979,4,10,1,211.30404,0,1998,1995
"7209","TRAMNUL128F92DFD82","Pagan Wanderer Lu","Knight -> King 4",-7.523,134.909,3,7,1,346.25261,NA,2006,2005
"7211","TRAMNVF128F92DE562","Eduardo Dusek","Nostradamus",-7.667,111.802,3,2,1,160.7571,0.474496576,2000,1995
"7214","TRAMODP128F426247B","Amil","Get Down",-6.875,90.894,4,7,1,269.19138,0.334706549,2000,1995
"7215","TRAMOGA12903CB4421","Pepper","Musical 69",-5.935,98.173,3,9,1,172.87791,NA,2008,2005
"7216","TRAMOGF128F428C9F3","Hi-Tack","Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix)",-7.908,129.146,4,7,1,345.96526,0.323112121,2006,2005
"7218","TRAMOKE128F4267302","KÃ©kÃ©lÃ©","Dido",-6.112,139.243,5,9,1,264.12363,0.334706549,2001,1995
"7219","TRAMOKN128F9348196","Hank Penny","Steel Guiter Stomp",-12.361,117.726,4,1,0,170.47465,NA,2008,2005
"7220","TRAMOLS128F92F99E3","Dealership","I Don't Want Your Love",-7.403,107.002,4,10,1,103.52281,0.355139302,2004,1995
"7223","TRAMOPU128E07888FD","The Smashing Pumpkins","Rocket",-11.253,115.938,3,0,1,246.93506,0.713749944,1993,1985
"7230","TRAMPCW128F92CC022","Simon & Garfunkel","A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission)",-10.222,181.41,4,2,1,138.70975,NA,1966,1965
"7231","TRAMPHV12903CF952C","Professor Longhair","No Buts - No Maybes",-7.992,164.648,4,3,1,127.37261,0.427446571,1993,1985
"7233","TRAMPPE128F92E1218","Richi M.","Wake Me Up",-8.729,136.826,4,1,1,590.00118,NA,1998,1995
"7235","TRAMPPS128F14A9068","Foghat","Three Wheel Cadillac",-6.961,187.314,4,9,1,235.75465,NA,1983,1975
"7236","TRAMPPX128F429BF75","Slim Whitman","Cattle Call",-11.271,106.637,3,0,1,152.42404,NA,1993,1985
"7237","TRAMPQY128F933935E","Brian Auger's Oblivion Express","Voices Of Other Times",-12.601,107.053,4,0,1,360.30649,0.375984302,1999,1995
"7238","TRAMPWN128F934C221","Unearth","Crow Killer",-5.071,77.399,4,7,1,197.25016,0.646042271,2008,2005
"7239","TRAMPXI128F931154A","Tim Hughes","Dance",-7.205,145.962,4,0,1,268.2771,0.699867743,2007,2005
"7240","TRAMQBK12903CDA356","DJ Icey","A Little Louder",-6.705,132.986,4,11,1,325.98159,NA,2003,1995
"7249","TRAMRBW12903CA654C","Rodney O & Joe Cooley","Supercuts",-13.262,118.933,4,6,0,346.22649,0.386790177,1995,1995
"7250","TRAMRFE128F4267DF3","Mando Diao","Annie's Angle",-4.8,150.276,4,9,1,182.282,0.644220078,2004,1995
"7255","TRAMRWS128F14985A2","Arturo Sandoval","Waheera",-11.105,200.42,1,5,0,315.48036,0.407901717,1995,1995
"7257","TRAMRXM128F92F46D7","Sirka Ragnar","Port now!",-5.076,160.03,4,7,0,177.94567,0.411622152,2007,2005
"7259","TRAMSAY128F92ED0DD","It Dies Today","Sixth of June",-3.337,160.126,4,6,0,184.24118,0.708486719,2007,2005
"7260","TRAMSBQ128F4238B2D","Richie Ray & Bobby Cruz","El Gallo Y La Vaca",-2.348,109.505,4,7,1,209.162,NA,2005,2005
"7262","TRAMSGC12903CF9375","Little Brother","Second Chances feat. Bilal & Darien Brockington",-7.534,100.415,4,11,0,245.28934,0.67533421,2010,2005
"7267","TRAMSSK128F92FDC80","Tim Exile","Family Galaxy",-6.628,116.795,4,10,0,305.55383,0.55000836,2009,2005
"7269","TRAMSUE128F424B61F","Chango Spasiuk","Autores Anonimos",-19.65,84.212,1,5,1,36.20526,0.249065795,1998,1995
"7270","TRAMTFQ128F9352EDB","Black Messiah","Gullveig",-5.461,124.037,4,2,1,488.41098,0.597108796,2009,2005
"7271","TRAMTIH128F933E8E4","Eric Burdon","Motorcycle girl",-7.111,145.858,4,2,0,232.64608,0.360370583,2004,1995
"7272","TRAMTKT128F4222C3A","unloco","Reckoning (Album Version)",-5.673,155.793,4,6,1,205.73995,0.721572661,2001,1995
"7273","TRAMTTD128F42246F3","Gene Chandler","Festival Of Love",-15.631,92.293,3,5,1,148.11383,0.255872668,1994,1985
"7276","TRAMTYX128F42985D0","The Misfits","Halloween II",-9.742,83.953,1,2,1,133.27628,0.737927652,1981,1975
"7277","TRAMUCQ128F4254CA3","GG Allin","Garbage Dump",-12.186,140.97,1,10,0,143.59465,0.38293509,1999,1995
"7280","TRAMUOU12903CD599E","Natalie MacMaster","Father John Macleod's Jig",-10.359,109.097,3,2,1,175.49016,0.427446571,1999,1995
"7282","TRAMUUZ128F933CA08","EPMD","Please Listen To My Demo",-11.199,122.838,1,7,0,181.39383,NA,1989,1985
"7283","TRAMUYQ128F428CA58","Patti Smith","Lo and Beholden",-8.342,97.147,4,2,0,283.19302,0.680554011,2000,1995
"7285","TRAMVBZ12903CB2635","Dean Martin","Pennies From Heaven",-13.296,63.16,3,5,0,134.94812,NA,1997,1995
"7288","TRAMVOM128F42ACB16","Faithless","Take The Long Way Home",-7.852,130.002,4,0,1,275.12118,NA,1998,1995
"7292","TRAMWDI128F92FF678","Grizzly Bear","Deep Blue Sea (Daniel Rossen home recording)",-14.372,85.003,4,9,1,351.50322,NA,2008,2005
"7294","TRAMWHA128F92E7FDB","AndrÃ© Verchuren","Maria Morena",-10.062,120.643,1,0,1,139.62404,NA,1989,1985
"7296","TRAMWIC128F92FCC79","Stephen Marley / Damian Marley","The Mission",-7.842,115.823,4,9,0,273.89342,0.407233015,2008,2005
"7301","TRAMWLJ128F9353C44","Annie Blanchard","La vÃ©ritÃ©",-10.021,113.287,4,5,1,252.44689,0,2007,2005
"7304","TRAMWOH12903CA8BA0","Gal Costa","Me Recuso",-17.225,149.039,4,9,1,252.02893,0.360370583,1977,1975
"7306","TRAMWQG128F427BA3C","Facto Delafe y las flores azules","Lametavolante",-5.726,194.012,4,7,1,127.79057,0.471971172,2005,2005
"7307","TRAMWSA128F9359719","Red Foley","Old Shep",-10.697,38.443,4,4,0,192.80934,NA,1936,1965
"7308","TRAMXDO128E0798C6A","Jaime Urrutia","Azzurro",-5.688,120.464,4,8,1,278.96118,0.215080319,2005,2005
"7309","TRAMXGR128E07822CC","Radiohead","Bullet Proof ... I Wish I Was (Acoustic)",-18.146,153.08,4,7,1,214.7522,0.699770063,1995,1995
"7311","TRAMXJC128F428E68F","Plasmatics","Sometimes I",-11.425,113.11,4,2,1,230.66077,0.494489518,1979,1975
"7315","TRAMXPQ128F148B0C2","Mark Wills","How Bad Do You Want It",-5.849,96.071,4,2,1,210.33751,0.503381236,2003,1995
"7316","TRAMXVR128F92EE43B","Grupo Batuque","Ole Ola",-4.411,0,7,1,1,270.39302,NA,1998,1995
"7331","TRAMZPZ128F4274ECC","The Monroes","Arabian Night",-4.07,132.369,4,4,0,219.61098,0,1983,1975
"7332","TRAMZVC128F92E0729","Red Stick Ramblers","Why_ Now Baby?",-9.265,101.235,1,2,1,194.0371,0,2000,1995
"7627","TRANADU128F9345BC8","Cece Winans","The Wind (Tears For You)",-8.998,124.766,4,11,1,288.91383,0.383934684,1998,1995
"7628","TRANAGV128F4289B5F","Mobb Deep","(The Grave Prelude)",-13.662,93.785,4,10,1,50.15465,0.594362489,1995,1995
"7629","TRANAHT128E07895F8","KT Tunstall","Boo Hoo",-10.997,128.205,4,7,1,308.63628,NA,2005,2005
"7630","TRANAIE128F146E588","Milk Inc.","Losing Love (DJ Wout Remix)",-10.674,140.023,4,0,1,430.65424,0.215080319,1999,1995
"7631","TRANALJ128F9318BAF","Doyle Bramhall","Ooh Wee Baby",-7.194,89.922,3,2,1,252.36853,0,2007,2005
"7632","TRANANS128F14ABE7E","Ã„I-TIEM","All das mag ich",-10.948,93.978,4,7,1,323.3171,NA,1993,1985
"7636","TRANAUJ128E07860B0","DMX / Dyme","Good Girls_ Bad Guys",-4.422,119.579,4,2,1,233.40363,0.515963631,1999,1995
"7640","TRANBMY128F426416A","Danger Danger","Rock America",-7.866,164.171,4,4,1,292.85832,0.772906696,1989,1985
"7643","TRANBUW128F933C645","Coldplay","Don't Panic",-8.501,122.291,4,0,1,139.12771,0.781932171,1999,1995
"7646","TRANCCN128E0794B18","30 Seconds To Mars","Hunter",-10.807,106.525,3,10,1,234.73587,0.792042603,2005,2005
"7648","TRANCEE128F4267C92","Eddie Money","Runnin' Away",-10.633,120.581,4,0,1,213.68118,0.278426361,1983,1975
"7650","TRANCFS12903C9B61B","Belle and Sebastian","Like Dylan In The Movies",-10.504,104.494,1,1,0,250.69669,NA,1996,1995
"7653","TRANCJG128F14528B4","Thrice","The Earth Will Shake",-5.257,125.019,4,9,0,268.17261,NA,2005,2005
"7654","TRANCOH128F422F31D","Silverstein","MY CONSOLATION (LP Version)",-6.818,202.068,5,9,1,242.83383,0.594923657,2006,2005
"7655","TRANCOS128F4267DFB","Mando Diao","All My Senses",-5.403,119.346,4,6,0,251.03628,0.645982704,2004,1995
"7657","TRANCSE128F93044F1","Shakira","Ojos AsÃ_",-7.936,87.054,5,6,0,409.99138,NA,1998,1995
"7659","TRANCWY12903C9C82C","The Harvey Averne Dozen","The Think Drink Theme",-15.489,92.082,1,10,1,166.81751,NA,1967,1965
"7660","TRANDBY128F146E8CC","Taking Back Sunday","Spin (Album Version)",-4.164,95.254,4,11,1,219.79383,0.84930612,2006,2005
"7661","TRANDEK128F4259EBC","The Clash","Lose This Skin",-5.49,120.223,4,9,1,308.50567,0.60022064,1980,1975
"7662","TRANDHE128F9305CDA","RUN-DMC","Run's House",-5.068,198.564,4,0,0,201.82159,NA,1988,1985
"7665","TRANELD128F4250FCF","Flora Purim","Latinas",-20.831,136.234,3,4,1,222.9024,0.334706549,1994,1985
"7666","TRANELG128F424F264","Danny Elfman","The Kingdom - Titles",-14.107,85.807,5,3,0,269.7922,NA,2007,2005
"7668","TRANEMQ128F42A10A8","Behemoth","No Sympathy For Fools",-5.117,118.817,5,1,1,229.40689,NA,2002,1995
"7669","TRANEQB128F4284978","Mary Black","Katie",-11.691,116.673,4,10,1,283.61098,0.599710296,1987,1985
"7671","TRANEYV128F4269032","Keb' Mo'","I Am Your Mother Too",-16.239,86.631,3,7,1,242.80771,0.48456253,2001,1995
"7672","TRANFBR128F4294EAF","Mart'nÃ¡lia","Cabide",-9.602,144.548,1,7,1,157.07383,0.598688453,2006,2005
"7673","TRANFDB12903CD486C","George Lopez","Dogs",-15.149,75.114,1,10,1,297.22077,NA,2003,1995
"7674","TRANFFQ12903CFFF64","Opiate For The Masses","21st Century Time Bomb",-3.3,80.006,3,9,1,233.11628,NA,2008,2005
"7675","TRANFIR128F429180A","Quincy Jones","Exodus",-12.328,109.86,1,11,0,204.82567,NA,1988,1985
"7677","TRANFMB128F146631E","Bow Wow Wow","C30 C60 C90 Go",-10.137,231.725,1,10,0,182.9873,NA,2003,1995
"7678","TRANFNQ128F425EF2B","Pascal Obispo","La Machine",-8.909,130.057,4,6,0,246.56934,0.340922756,2006,2005
"7680","TRANFTA128F92EA606","Les Brown","Harlem Nocturne",-14.319,86.441,1,1,0,172.87791,NA,2007,2005
"7681","TRANGCR128F148CF28","Sister Hazel","Think About Me",-5.15,138.581,1,7,1,188.62975,0.707172424,1997,1995
"7683","TRANGIY128F427FA51","Rooney","Get Away",-3.324,119.406,4,11,0,171.93751,0.515963631,2007,2005
"7684","TRANGLC128F14B1025","8Ball & MJG","Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version)",-5.674,170.046,4,1,1,236.93016,0,2007,2005
"7685","TRANGMD128F9302413","Timothy Byram-Wigfield","Les Corps Glorieux: III. L'Ange aux parfums",-32.934,112.238,3,0,1,473.46893,NA,2002,1995
"7686","TRANGQX128F422F1DE","Atreyu","Nevada's Grace (Album Version)",-5.512,128.639,4,8,1,227.99628,0.828087509,2004,1995
"7688","TRANGYF128E0786C33","Madonna","Bedtime Story (Album Version)",-13.603,111.958,4,7,1,248.55465,NA,1994,1985
"7691","TRANHJV128F92D819D","Faith Hill","Silent Night_ Holy Night! (Album Version)",-16.402,37.656,4,6,1,189.67465,0.637148191,2008,2005
"7693","TRANHKC128F9309BF4","The Rolling Stones","Fortune Teller",-6.999,173.845,1,2,1,116.92363,NA,1963,1965
"7694","TRANHMJ128F9330B50","Amoral","Metamorphosis",-5.306,129.962,4,7,1,306.38975,0.457447167,2001,1995
"7696","TRANHQB128F92E1B21","Kool Moe Dee","Way Way Back",-11.151,110.153,4,1,1,272.8224,0.597339043,1987,1985
"7697","TRANHQG12903CF5C15","Fudge Tunnel","Spanish Fly",-13.702,140.638,3,4,0,325.72036,NA,1991,1985
"7699","TRANHRS128F426B925","Dusminguet","Africa",-9.688,106.073,4,7,1,173.97506,0.349166902,1998,1995
"7700","TRANHYE128F92DE232","Taylor Swift","The Way I Loved You",-4.536,160.786,4,5,1,245.36771,0.853828893,2008,2005
"7712","TRANIUD12903CCE692","Jah Cure","To Your Arms of Love",-3.362,168.979,4,8,1,210.85995,NA,2007,2005
"7713","TRANIUS12903D00EC7","Swallow The Sun","...and Heavens Cried Blood",-6.317,71.758,4,0,0,377.75628,0.649398113,2009,2005
"7714","TRANIVG128F1484DED","Janet Jackson","Again",-10.252,129.542,4,0,1,227.082,NA,1993,1985
"7715","TRANIWL128F4262AB0","Bare Jr.","Tobacco Spit",-7.837,91.973,4,7,1,230.05995,0.334706549,1998,1995
"7716","TRANIWM128F1495AB7","JoÃ£o Gilberto","Eu E Meu Coracao",-22.083,55.596,4,2,1,312.05832,0.531722098,1991,1985
"7717","TRANIZO128F9335764","Basement Jaxx","Twerk (feat. Yo Majesty)",-5.2,85.332,5,0,1,210.20689,0.637592629,2009,2005
"7718","TRANJGM128F427A41B","Nightwish","Sleepwalker",-5.921,78.006,5,9,1,175.80363,0.662986161,2000,1995
"7719","TRANJJM128F4267B03","Stanley Clarke & George Duke","Finding My Way",-14.253,132.465,4,11,0,339.09506,0.536781929,1990,1985
"7721","TRANJMO128F425C44D","Jean-Jacques Goldman","Comme Toi (Live)",-14.457,120.704,4,2,0,327.65342,0.304169503,1991,1985
"7723","TRANJSV128E0799689","Faith Hill","There Will Come A Day (Album Version)",-9.031,154.434,4,11,1,253.1522,0.571729009,2001,1995
"7724","TRANJWP128F428560C","Estopa","Exiliado En El Lavabo",-12.359,142.869,4,11,0,195.83955,0.546635489,1999,1995
"7725","TRANKDX128F42668C0","Lee Michaels","Fell In Love Today",-11.723,101.015,1,7,1,118.88281,0,1968,1965
"7727","TRANKIL128F1476FA2","The Police","Voices Inside My Head",-13.425,108.565,4,7,1,233.45587,NA,1980,1975
"7730","TRANKMZ128F42A0098","Frank Stokes","Nehi Mamma Blues",-16.079,172.348,4,2,1,190.92853,NA,1995,1995
"7734","TRANKQG128F9308D2A","Max Steiner","Presenting The Eight Wonder Of The World",-15.511,134.759,3,0,1,24.13669,NA,1993,1985
"7739","TRANKYM128F428B7A4","Los Amigos Invisibles","Ultra-Funk",-6.505,109.35,4,9,0,218.67057,0.569049035,1998,1995
"7741","TRANLHL12903CF88E5","Moonspell","Sacred",-7.145,120.064,4,1,0,313.46893,0.69314974,1997,1995
"7742","TRANLIQ12903CF98AE","Vickie Winans","You Turn Me",-8.139,179.934,4,5,0,347.42812,NA,2008,2005
"7744","TRANLLL128F42268D9","Frederic Galliano","Nomades Monades",-20.282,81.983,4,10,0,1394.75546,NA,1997,1995
"7745","TRANLLT128F4226A66","Room 5","Hidden Sun",-7.611,127.99,4,4,0,403.01669,0.334706549,2003,1995
"7746","TRANLMB12903CA8250","Lambda","Hold On Tight",-7.944,128.07,3,1,0,180.79302,NA,1996,1995
"7747","TRANLQA128F930F8F8","Statues","The Last Stand",-5.39,182.195,4,9,1,127.73832,0.405115722,2006,2005
"7748","TRANLRX128F4259030","Zeromancer","Mosquito Coil",-8.704,93.001,4,2,0,277.81179,NA,2003,1995
"7749","TRANLSP128F14671CA","Gang Starr","The Planet (Explicit)",-10.518,209.396,4,7,1,316.02893,0.591161425,1994,1985
"7750","TRANLXB128F92FE4F4","Al Denson","Rain Love",-8.7,80.137,4,9,1,249.67791,0,1999,1995
"7752","TRANMHB128F92DAC10","Strata","Trio (1932)_ Movement 3: Moderato",-20.406,91.854,3,7,0,409.83465,0,2004,1995
"7753","TRANMJW128F92D944A","Poncho Sanchez","Lip Smacker",-11.951,111.985,7,5,0,372.37506,NA,2004,1995
"7754","TRANMKA128F426C3B0","Leona Naess","Heavy Like Sunday",-9.042,147.256,4,8,1,179.74812,0.683613541,2008,2005
"7755","TRANMKF128E07995A8","Phil Collins","Dance Into The Light (LP Version)",-6.548,87.871,3,7,1,262.00771,0.648557471,1996,1995
"7756","TRANMMN128F93405A0","Roger Subirana","Un Res Pyr",-14.015,116.866,4,8,1,288.07791,0,2002,1995
"7758","TRANMOT128F92EFF19","Kathy Mattea","Standing Knee Deep In a River (Dying Of Thirst)",-9.352,132.335,4,0,1,250.33098,0.437036204,1992,1985
"7759","TRANMRR128F42666C4","Vilma E Vampiros Palma","Se Puede Salir",-7.724,127.879,4,7,0,265.32526,NA,1995,1995
"7764","TRANMWO128F426C41A","N.E.R.D.","Intro / Time For Some Action",-5.795,113.034,4,11,1,222.6673,NA,2008,2005
"7765","TRANMXY128F1489C65","Naughty By Nature","The Hood Comes First (LP Version)",-12.711,199.652,4,6,0,216.60689,0.439202489,1993,1985
"7767","TRANNCH128F14B1A75","Tresenlesen","Das GelÃ_bde",-12.119,174.332,5,4,1,239.46404,0,1998,1995
"7768","TRANNCZ128F92F1D22","The All American Rejects","Jack's Lament",-9.322,109.697,5,2,0,195.18649,0.620458374,2008,2005
"7770","TRANNES128F4277849","Los Van Van","Appapas Del Calabar",-5.801,202.153,4,7,1,268.042,0.392008771,1999,1995
"7774","TRANNUW128F931B513","Willy DeVille","Cadillac Walk (Album Version)",-5.883,143.592,1,2,1,439.30077,0,2009,2005
"7775","TRANNXH128F933A6B3","Pescado Rabioso","Aguas Claras De Olimpos",-13.209,80.754,1,7,1,526.21016,0.323112121,1973,1965
"7776","TRANNZZ128F92C22F7","Justin Timberlake","What Goes Around...Comes Around",-3.773,127.952,1,11,0,254.1971,NA,2007,2005
"7777","TRANOBE12903CE4DF3","Hall & Oates","Perkiomen",-9.926,105.314,1,3,0,158.40608,NA,1993,1985
"7778","TRANOEV128F427957F","Plump DJs","Weighed Down",-6.934,134.113,4,9,1,304.45669,0.583571263,2003,1995
"7779","TRANOHA128F428B1CB","Billy Bragg","This Guitar Says Sorry",-9.341,176.447,4,7,1,153.88689,0.533910373,1984,1975
"7780","TRANOKE128F42703A6","Sugar Minott","Try Love",-11.107,158.051,4,1,1,290.35057,0.379523324,1977,1975
"7782","TRANONM128F92EAF7A","Ricky Martin Feat. La Mari de ""Chambao","Tu Recuerdo",-6.41,83.891,4,0,0,247.87546,0.601154787,2008,2005
"7784","TRANOXA12903CDB0ED","White Willow","The Reach",-12.518,101.341,3,6,0,659.46077,0,2000,1995
"7791","TRANPHV128F9344CC3","Nerf Herder","Nervous Breakdown",-2.885,189.995,4,7,1,167.44444,0.485122364,2002,1995
"7794","TRANPLE128F9322D6F","2 Minutos","1987",-7.653,186.495,4,0,1,64.39138,NA,1997,1995
"7795","TRANPLF128F9340B6E","Spok Frevo Orquestra","FoliÃ£o Ausente",-8.431,102.164,4,5,0,286.04036,0,2007,2005
"7799","TRANPUZ128F422B236","Hot Chip","No",-8.208,146.035,4,5,1,182.15138,0.439202489,2007,2005
"7800","TRANPWV128F9341281","Behemoth","He Who Breeds Pestilence",-2.735,129.829,4,8,1,341.2371,0.676918518,2009,2005
"7801","TRANPXL128F42B8FED","Sylver","Sympathy",-9.122,138.935,4,9,0,170.50077,NA,2004,1995
"7806","TRANQDK128F9326202","Scott Matthews","Underlying Lies",-8.599,100.008,4,5,0,325.48526,0.653628682,2009,2005
"7808","TRANQDS12903CE3E1D","Graham Central Station","It's Alright",-9.783,119.633,4,8,0,229.27628,0.488289876,1975,1975
"7809","TRANQEB128F92C46CC","Jacques Dutronc","Les Femmes Des Autres",-11.899,122.233,1,11,0,192.33914,NA,1969,1965
"7812","TRANQLL128F92F5263","Shakira","Poem To A Horse",-6.025,93.982,4,7,1,246.43873,0.7731945,2001,1995
"7813","TRANQNS128F42739D1","JK","You Make Me Feel Good ",-14.475,125.991,4,6,0,361.16853,0,2003,1995
"7814","TRANQQZ128E079224E","Snow Patrol","Wow",-5.694,143.038,4,0,1,242.05016,0.771473924,2003,1995
"7815","TRANQRQ12903CC4BBB","Sandy Posey","Touch You",-15.15,149.252,4,0,1,165.19791,0,1966,1965
"7816","TRANQYI12903CA2BA9","Taking Dawn","Black Diamond",-4.361,144.777,4,7,0,236.79955,0.447135796,2010,2005
"7819","TRANRDW128E0793D49","Rainbow","Still I'm Sad",-10.178,162.384,4,11,0,663.24853,0.401486711,1975,1975
"7821","TRANREH128F93462CF","Kurupt","Girls All Pause",-7.804,103.596,5,1,0,207.98649,0.762646815,1999,1995
"7822","TRANRER128F92E3424","Esa Pakarinen","HengÃ_hÃ_ tok",-14.988,125.346,4,0,0,200.202,NA,1990,1985
"7823","TRANRFB128F1481F1E","Robert Palmer","Looking For Clues",-11.514,141.674,4,2,0,299.78077,0.751436617,1980,1975
"7827","TRANRGP128F1465737","Bryan Ferry","Going Down",-10.096,105.361,5,7,1,188.18567,0.262264742,2002,1995
"7828","TRANRIK128F148C860","Eminem","Paul",-24.997,120.765,3,3,1,13.58322,NA,1999,1995
"7829","TRANRKN128F93127BB","Hanoi Rocks","Walkin' Away",-5.628,102.99,4,11,0,236.35546,0.550326336,2007,2005
"7833","TRANRTT128F9347342","Nerf Herder","Pantera Fans In Love",-6.357,171.833,3,7,1,200.04526,0.53066303,2000,1995
"7835","TRANRWM128F42873F9","Eyes Set to Kill","Liar in the Glass",-3.492,91.873,4,2,1,238.05342,0.741913732,2006,2005
"7836","TRANRXY128F4222CB4","Tony Joe White","A Man Can Only Stand Just So Much Pain (Bonus Track)",-16.834,122.236,4,7,1,152.842,0.369053603,1970,1965
"7838","TRANRYP128F9326AF9","Snowgoons","Platoon Goons",-5.191,97.454,4,8,1,257.25342,NA,2009,2005
"7839","TRANRYX128F1488B7F","Cali","Dolorosa (Live)",-6.871,160.126,1,5,0,339.80036,0,2006,2005
"7844","TRANSGS128F9303A11","Charlie Peacock","Down in the Lowlands",-8.872,194.659,4,9,0,298.70975,NA,1986,1985
"7845","TRANSKF128F147FCB4","Phil Collins","Two Hearts",-2.689,155.843,4,7,1,204.19873,0.695318815,1988,1985
"7849","TRANSUM128F92E8DF3","Seal","When A Man Is Wrong (Album Version)",-9.303,146.758,4,4,1,258.63791,0.517657896,1998,1995
"7850","TRANSVK128F423842C","The Dylans","I Hope The Weather Stays Fine (Remix)",-14.744,106.035,4,2,1,410.98404,0.253834736,1991,1985
"7851","TRANSYV128F428A00C","Jim Reeves","Mexican Joe",-9.609,126.689,1,2,1,157.6224,NA,1990,1985
"7854","TRANTAN128E078B326","The MC5","The American Ruse (LP Version)",-2.969,173.34,1,5,1,149.96853,0.590557401,1970,1965
"7855","TRANTCK128F428AC39","Floyd Cramer","Stood Up",-19.115,104.793,1,2,1,125.85751,0.537503904,1979,1975
"7856","TRANTEO128F429B51B","Craig Wedren","Alone in Love",-14.98,71.283,4,0,1,155.27138,0.379523324,2005,2005
"7857","TRANTFR128F931C7DA","The Almost","Books & Books",-4.289,84.99,4,11,0,210.59873,0.62793,2009,2005
"7860","TRANTJK128F92E5935","Simply Red","Fairground (+ Sample)",-7.209,122.811,4,6,1,333.322,0.673836145,1995,1995
"7862","TRANTOT128F428ACD8","Bad Religion","Fertile Crescent (bonus track)",-3.376,139.755,1,8,1,138.52689,0.407233015,1992,1985
"7867","TRANULO128F422E6FE","Nightfall","Death Of Neira",-5.028,121.949,4,9,0,272.69179,0.450992312,2003,1995
"7868","TRANUME128E0789D4C","Fountains Of Wayne","Janice's Party",-5.094,134.289,4,9,1,165.61587,0.468997788,2005,2005
"7869","TRANUNR12903CE6E2E","Terry Callier","Occasional Rain",-12.061,125.964,7,11,1,243.04281,0.50254434,1972,1965
"7872","TRANUSB128F9343695","Lara Fabian","TLFM (Toutes Les Femmes En Moi)",-6.945,104.994,4,8,0,246.20363,0.419125893,2009,2005
"7876","TRANUUU12903CD4347","Event Horizon","Endless Ocean",-9.341,85.391,4,7,1,440.76363,NA,2001,1995
"7877","TRANUVH12903D1059F","Entre RÃ_os","Cerca & ExtraÃ±o",-10.083,215.999,3,5,1,285.04771,0.663373594,2005,2005
"7878","TRANVCJ128F425FC37","The New York Dolls","Stranded In The Jungle",-9.325,88.508,5,9,1,245.68118,0.270775999,1974,1965
"7880","TRANVEG12903CAFD2C","BT feat. JES","Every Other Way",-5.213,168.474,4,6,0,550.97424,0.430160637,2010,2005
"7883","TRANVKJ128F92F1561","Lonestar","Somebody's Someone",-8.163,141.171,4,4,1,263.49669,0.400039657,2004,1995
"7884","TRANVMD128F933AC4A","The Cliks","Career Suicide (CD)",-5.122,142.948,4,2,1,199.78404,0.588922168,2009,2005
"7885","TRANVML128F426ACB2","Agnostic Front","No One Hears You",-4.883,199.527,4,2,1,98.11546,0.670787538,2004,1995
"7888","TRANVZT128F42AE134","Dixie Chicks","Lullaby",-12.749,109.74,4,5,1,351.84281,0.865831829,2006,2005
"7889","TRANWBG128F934AC15","Lizzy Borden","Generation Aliens",-2.339,145.882,4,2,1,268.40771,0.427446571,1986,1985
"7890","TRANWBU128F42717D4","Tha Liks featuring Defari","My Dear",-5.033,184.046,4,9,0,233.92608,NA,2001,1995
"7891","TRANWCP12903CF31D3","Cliff Bruner","Milk Cow Blues",-13.841,161.246,4,7,1,188.31628,NA,2004,1995
"7892","TRANWEM128F92D75C4","Funeral For A Friend","Building",-15.609,139.401,4,3,1,160.23465,0.609608465,2008,2005
"7894","TRANWLX128F92F47EB","Brigada Victor Jara","Parto em terras distantes (2.Âª versÃ£o)",-9.674,119.901,5,7,1,223.76444,NA,1998,1995
"7895","TRANWOF12903CB3E19","The Crystal Method","Realizer",-6.642,130.006,4,10,0,228.85832,0.634538104,2004,1995
"7899","TRANXBO128F428CB28","Bongzilla","666lb. Bongsession",-6.499,89.997,3,4,1,475.11465,NA,2002,1995
"7901","TRANXHZ128F148D4DB","Madonna","Vogue [Live]",-5.407,116.169,4,6,0,330.94485,0.528782481,2006,2005
"7905","TRANXOR128F930CE22","Liquid Soul","Dysfunction",-9.154,183.836,4,10,0,285.28281,0.536378023,2000,1995
"7908","TRANXZM128F92D58DF","Aaron Watson","Sweet Contradiction",-9.249,124.15,3,9,1,257.35791,0.246101389,2008,2005
"7910","TRANXZZ128F4230613","Dave Eggar","Sorrow's Call",-27.845,97.243,4,8,1,240.09098,0.253834736,1998,1995
"7911","TRANYAM12903CD9CFC","Dax Riggs","Night is the Notion",-6.172,124.409,4,11,1,158.51057,0.551109538,2007,2005
"7913","TRANYLM128F1477EC9","Ben Jelen","Wicked Little Town (Album Version)",-5.77,101.954,4,7,1,240.32608,0.574039754,2004,1995
"7914","TRANYLR128F4271924","Twila Paris","How Beautiful (Cry For The Desert Album Version)",-12.126,105.834,4,7,1,290.19383,NA,1990,1985
"7919","TRANYSY128F1473B74","Leroy Hutson","Ella Weez",-12.987,122.524,4,4,0,181.55057,0,1974,1965
"7921","TRANYYX128F4276EE3","Wyclef Jean","Something About Mary",-6.431,189.99,7,0,1,319.97342,NA,2000,1995
