"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","popular"
"11278","TRATLOJ128F9308ABB","Alejandro Lerner","Campeones De La Vida",-8.76,120.051,4,4,0,153.36444,0.427446571,0,0
"11348","TRATRER128EF3441CE","Vangelis","El Greco: Movement III",-20.42,62.216,1,7,1,408.00608,0.427446571,1998,0
"11372","TRATUBW128F92F3866","James Taylor Quartet","Cleo's Mood",-2.775,58.135,4,1,1,188.94322,0.427446571,2007,0
"11778","TRAUFDN128E07926A5","City High","Sista",-7.99,159.975,4,8,0,231.33995,0.427446571,2001,0
"13547","TRAXGHO12903CD4403","Dominic","Simple Plan",-3.887,87.636,3,9,1,230.71302,0.427446571,0,0
"13603","TRAXKPM12903D0611E","Blue Rodeo","Never Look Back",-5.778,148.601,4,7,1,199.05261,0.427446571,2009,0
"13659","TRAXPYB128F92FA0EB","Syl Johnson","Driving Wheel",-9.581,122.789,3,7,1,238.86322,0.427446571,0,0
"14755","TRAZKJU128F92C972A","Dora The Explorer","Boots The Monkey!",-8.52,153.033,5,2,1,39.73179,0.427446571,0,0
"5496","TRAJKZZ128F4237B19","I Nuovi Angeli","Carovana",-8.456,85.375,4,4,1,231.07873,0.426709475,0,0
"4359","TRAHTZN128F421A41F","Radney Foster","Again",-5.384,140.595,4,0,1,208.14322,0.426512429,0,0
"1442","TRACTUH128F92C93A3","Eddie Money","Two Tickets To Paradise",-7.54,86.902,5,2,1,189.30893,0.426223508,1977,0
"11201","TRATFEN128F14A3A6E","Bobbie Gentry","Ace Insurance Man",-10.736,170.897,4,9,1,214.96118,0.425900191,1968,0
"7210","TRAMNUT128F14B07A9","Little Eva","Up On The Roof (LP Version)",-7.517,120.026,4,1,1,171.78077,0.42533988,0,0
"3565","TRAGDPS128F145F8EE","Paloalto","Seed",-5.247,152,4,4,0,289.59302,0.425304242,0,0
"4331","TRAHSFC128F9303E8E","Nando Lauria","O Come All Ye Faithful",-12.928,106.658,4,10,1,210.52036,0.425304242,2003,0
"4931","TRAIPBF12903D074F5","King Tee","On Tha Rox",-6.211,183.437,4,6,0,109.13914,0.425304242,0,0
"5058","TRAIZWG128F428F82E","Sergio Franchi","Oh Little Town Of Bethlehem",-14.431,78.841,1,10,0,165.74649,0.425304242,0,0
"6133","TRAKSRQ128F4269AE8","Richard Burton","Camelot",-15.545,112.144,4,5,1,149.28934,0.425304242,0,0
"6172","TRAKWZL128F93346EE","The Gufs","Last Goodbye",-4.297,166.057,4,4,0,232.98567,0.425304242,0,0
"318","TRAAZQW128F93430DC","Shawn Colvin","Another Long One",-13.256,210.871,4,8,1,224.60036,0.425124658,1989,0
"714","TRABHBA128F424CF80","Taint","Hex Breaker",-4.583,92.044,3,1,0,281.46893,0.425124658,2009,0
"2624","TRAETFX128F933CE66","Etienne de CrÃ©cyÂ ","DÃ©stockage massif (with Alex Gopher)",-8.178,115.862,4,10,0,215.84934,0.425124658,0,0
"2633","TRAETWP128F421AD6A","Tommy Castro","Sho' Enough",-9.31,122.019,4,0,1,240.27383,0.425124658,1996,0
"4841","TRAIGZU128F4236EB6","Lyrics Born","Over You (feat Joyo Velarde_ prod DJ Shadow)",-4.316,174.293,3,11,0,256.13016,0.425124658,2005,0
"5620","TRAJXNN128E078F945","Burning Spear","Civilized Reggae",-8.01,125.245,4,11,0,355.18649,0.425124658,1980,0
"8850","TRAPFPH128F42269F6","Rooney","Jump In My Bed",-2.3,123.026,4,7,1,199.28771,0.425124658,2007,0
"10631","TRASHIP128F428FC4B","Killers","Children Of The Revolution",-4.294,128.951,4,6,1,218.8273,0.425124658,0,0
"11242","TRATIKX128F42697BF","Klaus Badelt","Time Travel",-16.683,121.667,5,2,1,275.19955,0.425124658,2002,0
"13697","TRAXUBG128F9332164","The Sonics","Love Lights",-14.876,163.371,3,9,0,171.15383,0.425124658,1967,0
"14245","TRAYSUA128F9338AD8","Pedro Aznar","Amor De Juventud",-16.223,127.279,4,7,1,368.3522,0.425124658,1995,0
"3239","TRAFZLA128F42ADCCB","Corona","I Gotta Keep Dancing",-10.771,131.981,4,7,1,221.49179,0.424539052,0,0
"1486","TRACXIF128F425E206","Hevia","San Xuan",-5.764,125.02,4,0,1,261.32853,0.424090811,2003,0
"3041","TRAFICE128F4294E27","Margaret Smith","Disciplinarian",-17.532,111.006,1,6,1,46.86322,0.424090811,0,0
"5470","TRAJIBJ128F930D55B","Perrey And Kingsley","The Minuet Of The Robots",-11.382,125.767,1,7,1,137.19465,0.424090811,1968,0
"10761","TRASTLO128F42683EB","Pretty Boy Floyd","Gangster Of Love",-10.844,97.395,4,5,1,219.24526,0.424090811,0,0
"14834","TRAZRKK12903CD7385","Big Star","Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]",-10.132,103.28,4,7,0,181.26322,0.421693517,0,0
"285","TRAAWOR128F92DF3C8","Sandi Thom","Wounded Hearts",-4.332,82.205,4,4,1,205.21751,0.419674279,2008,0
"901","TRABXVE128F4284AFC","Simon & Garfunkel","Citizen Of The Planet",-13.047,151.5,4,7,1,194.35057,0.419674279,2004,0
"3060","TRAFJUW128F427A988","Tania Maria","Vem Pr'a Roda",-10.96,176.349,4,5,1,267.67628,0.419674279,2000,0
"3768","TRAGVCD128F42A4C01","Mr. Lif","For You",-7.144,107.32,3,10,0,327.6273,0.419674279,2006,0
"6519","TRALDSB12903CB4242","Goatwhore","Gravedom",-8.644,113.557,4,1,1,205.63546,0.419674279,2000,0
"11983","TRAUXSO128F42B863C","Silverchair","Spawn (Again)",-6.336,138.385,5,1,1,207.56853,0.419674279,0,0
"12453","TRAVPQQ128F92F998A","Ray Davies","Picture Book",-11.298,123.085,4,7,1,151.87546,0.419674279,0,0
"12935","TRAWGYK128F42B847B","Cece Winans","Mamma's Kitchen",-11.914,85.199,4,7,1,103.65342,0.419674279,0,0
"660","TRABBXU128F92FEF48","Mitch Ryder","Jenny Take a Ride",-11.255,97.538,4,9,1,207.43791,0.419125893,2004,0
"2022","TRADRNN128F92F7172","R. Kelly & Jay Z","Honey",-3.38,95.464,4,6,0,242.15465,0.419125893,0,0
"3635","TRAGKAC128F4225537","La Mancha De Rolando","Melodia Simple",-4.296,100.046,4,4,1,243.98322,0.419125893,2003,0
"4768","TRAIATD128F9331CD6","Usher","I'll Show You Love",-7.275,90.199,4,1,0,283.89832,0.419125893,1994,0
"7872","TRANUSB128F9343695","Lara Fabian","TLFM (Toutes Les Femmes En Moi)",-6.945,104.994,4,8,0,246.20363,0.419125893,2009,0
"14904","TRAZWTT128F935AA16","YGGDRASIL","Nordmark",-7.317,104.186,3,7,0,328.69832,0.419125893,0,0
"3014","TRAFEZF128F426C497","Nickelback","Follow You Home (Album Version)",-3.693,140.027,4,5,1,260.33587,0.41910578,2005,0
"13495","TRAXBLJ128F92EEBB1","Aisha Duo","Beneath an Evening Sky",-19.744,86.903,5,1,0,288.60036,0.417641648,2005,0
"5445","TRAJGEC128F9300463","Don Campbell","Unchain Us",-6.87,157.897,4,1,0,223.29424,0.417313803,0,0
"10028","TRARDHN128F4243072","Zumpano","Wraparound Shades (Album)",-8.394,159.784,1,1,0,228.46649,0.416934464,1995,0
"61","TRAAEOU128F9309DE0","Suzanne Ciani","Stream",-21.552,106.33,4,7,1,239.59465,0.415983118,0,0
"2542","TRAEMNZ128F9334662","Aerosmith","Angel",-5.763,76.096,1,2,1,335.33342,0.415049772,1987,0
"10845","TRASZQZ128F424B2FE","Santana","Fried Neckbones And Home Fries",-8.814,118.444,4,11,0,637.43955,0.415049772,0,0
"8942","TRAPNQA128F1498B56","Pat Metheny / Charlie Haden","Message To A Friend",-23.149,200.199,7,7,1,373.41995,0.414822708,0,0
"6089","TRAKOXF128F1477B81","Bad Company","Valerie (LP Version)",-12.217,127.592,1,2,1,208.87465,0.413983312,1986,0
"1825","TRADAFY128F145B77B","Marlene Dietrich","Auf Der Mundharmonika",-16.163,42.654,4,7,1,159.34649,0.413752422,1992,0
"6163","TRAKWKF128F92EE20C","Zeca Baleiro","NÃ£o Adianta",-15.145,122.174,4,2,1,246.49098,0.413752422,2006,0
"10019","TRARCAU128F9337F05","Gershon Kingsley","Trumansburg Whistle",-11.826,130.831,1,7,1,180.08771,0.413752422,1969,0
"31","TRAACPE128F421C1B9","Terry Callier","Do You Finally Need A Friend",-11.939,110.189,3,6,1,342.56934,0.413739836,1972,0
"204","TRAAPSQ12903CAE86A","Sex Pistols","God Save the Queen (Live)",-3.736,145.518,4,9,1,216.60689,0.413739836,1988,0
"2039","TRADTAV128F14B0F47","Billy Bragg & Wilco","She Came Along To Me (LP Version)",-7.46,119.066,4,9,1,207.98649,0.413739836,0,0
"4143","TRAHBNZ128F92FC2A7","Camp Lo","Uptown",-9.06,90.983,3,9,0,214.46485,0.413739836,2009,0
"4286","TRAHOSA128EF34B865","Krystof","Star",-7.016,105.157,3,0,1,301.24363,0.413739836,2004,0
"5600","TRAJUWA128F92E5B59","Eko Fresh","Et kÃ_tt wie et kÃ_tt",-5.172,167.59,4,1,1,234.60526,0.413739836,2007,0
"6134","TRAKTFQ128F145698C","The Roots","Essaywhuman?!!",-3.05,74.162,3,10,0,315.01016,0.413739836,0,0
"8514","TRAOZNT128F147089A","LL Cool J / Freeway","What You Want",-4.628,50.51,1,1,1,264.48934,0.413739836,2006,0
"9003","TRAPSLP12903CC80EC","John Digweed","Warung Beach",-7.569,125.015,4,8,1,460.79955,0.413739836,0,0
"9663","TRAQXKZ128F429D175","The Box Tops","People Make The World",-12.345,110.771,3,7,1,148.61016,0.413739836,1967,0
"9664","TRAQXOQ128F93228A9","Gal Costa","Noites Cariocas (Minhas Noites Sem Sono)",-12.485,177.281,1,11,0,189.57016,0.413739836,0,0
"11282","TRATMAW128F427F988","Jamie Richards","Any Way You Want Me To",-7.625,117.993,4,2,1,244.29669,0.413739836,0,0
"11856","TRAUMIX12903CE640C","RUN-DMC","Bob Your Head",-12.654,64.101,5,1,0,227.5522,0.413739836,1990,0
"12551","TRAVYHI12903CB95EC","T-Bone","Ride Wit Me",-6.135,96.007,4,1,1,234.16118,0.413739836,2001,0
"13139","TRAWXQB128F932BCA5","Pentangle","The Snows",-15.567,94.939,7,7,1,224.80934,0.413739836,0,0
"13479","TRAXAAS128F146B741","The Jam","Start!",-8.015,139.826,4,0,1,135.83628,0.413739836,1980,0
"13592","TRAXJVO128F42AC534","Martina McBride","Thanks A Lot",-7.711,168.08,4,7,1,155.97669,0.413739836,2005,0
"14267","TRAYUKR128F9344BB4","Leningrad Cowboys","Ulan Bator Girls",-7.497,169.938,4,9,1,195.5522,0.413739836,1996,0
"14327","TRAYYXC128F4254C91","T.O.K.","Saturday",-6.927,97.997,4,2,1,225.72363,0.413739836,2001,0
"7055","TRAMBRA128F92D257A","The James Taylor Quartet","The Obsession",-5.415,204.791,7,4,0,283.37587,0.413133229,2003,0
"7057","TRAMBTK128F42390A4","Cindy Morgan","Need (LP Version)",-12.22,111.379,4,9,0,210.70322,0.411670091,0,0
"7257","TRAMRXM128F92F46D7","Sirka Ragnar","Port now!",-5.076,160.03,4,7,0,177.94567,0.411622152,2007,0
"9597","TRAQRFN128F93071EA","Carolyn Arends","Last Thursday (Call Me Crazy)",-9.819,106.963,4,0,1,204.01587,0.409333655,0,0
"7159","TRAMIXD128F42981CA","Stefon Harris","And This Too Shall Pass",-17.68,134.83,4,1,1,511.21587,0.408609384,0,0
"830","TRABRGV128E07999DF","Ms. Dynamite","Mr. Prime Minister",-9.903,125.916,3,9,0,286.32771,0.408110884,2005,0
"1902","TRADGXJ128E078FB3A","Lost Boyz","Get Your Hustle On",-9.725,93.174,4,9,1,243.53914,0.408110884,1997,0
"2057","TRADUKH128F4256D1B","Soul Embraced","Someday (Immune Album Version)",-8.432,168.193,4,0,1,248.81587,0.408110884,0,0
"5020","TRAIWKK128F92FA8A9","Rodney O_ Joe Cooley","Let's Have Some Fun",-11.255,99.612,4,6,1,222.24934,0.408110884,1995,0
"8500","TRAOXSN128F4282FB5","Alex Ubago","Temblando",-8.205,96.7,7,9,1,201.09016,0.408110884,2003,0
"9606","TRAQRTQ128F42707EA","Lisa Lisa & Cult Jam","Something 'Bout Love",-8.517,107.778,4,0,1,302.75873,0.408110884,1997,0
"10658","TRASKIQ128F14684FF","Lou Busch","The Wild Ones (1996 Digital Remaster)",-11.776,138.079,4,0,1,147.30404,0.408110884,0,0
"12536","TRAVWTN128F425D2D5","John Fogerty","Headlines",-5.074,130.461,4,10,1,269.29587,0.408110884,1986,0
"12939","TRAWHHF128F428C2C2","Maddox Brothers and Rose","Jingle Bells",-12.177,99.6,4,2,1,145.162,0.408110884,0,0
"22971","TRBCJRW12903CD02BC","John D. Loudermilk","Goin' To Hell On A Sled",-8.039,177.098,4,9,1,124.39465,0.408110884,0,0
"5959","TRAKCHU128F4234E44","Fran Perea","No me imagino",-4.556,180.04,4,1,0,194.21995,0.407974652,2005,0
"9401","TRAQADQ12903CDCEF5","Call To Preserve","Now And Forever",-4.829,189.824,4,2,1,165.82485,0.407974652,2006,0
"739","TRABJIA128F14B189F","Azis","Anti Geroi",-6.608,98.151,4,0,1,281.88689,0.407901717,2006,0
"1323","TRACJPW128F932CA4C","Autumnblaze","Her Golden Robe In Silence Veiled",-9.033,119.428,4,9,0,286.24934,0.407901717,1999,0
"5486","TRAJKIG128F92D9132","Ana Popovic","U Complete Me (Blues Version - Bonus Track)",-7.737,156.948,3,7,0,322.66404,0.407901717,2007,0
"7255","TRAMRWS128F14985A2","Arturo Sandoval","Waheera",-11.105,200.42,1,5,0,315.48036,0.407901717,1995,0
"8259","TRAOAFS12903CF2B40","Helen Love","Shifty Disco Girl",-7.531,95.575,4,8,1,185.36444,0.407901717,2000,0
"8932","TRAPMTY128F1459DA1","Josh Turner","What It Ain't",-5.628,87.029,3,0,1,207.93424,0.407901717,0,0
"12450","TRAVPNQ128F933F216","Delta 9","In The Void",-3.352,197.143,7,9,0,159.76444,0.407901717,0,0
"14692","TRAZEJN12903CC5E4A","Gabriel Yared","Chile con carne",-21.032,89.871,4,11,1,194.82077,0.407901717,1986,0
"1985","TRADOAJ128F428DA46","Less Than Jake","Short On Ideas / One Last Cigarette",-1.977,170.412,1,0,1,257.01832,0.407233015,2002,0
"3711","TRAGQBY128F42635B7","James Taylor","One More Go Round",-12.346,108.047,4,4,0,280.81587,0.407233015,0,0
"3744","TRAGSZA128F146A11A","Bryan Ferry","Don't Worry Baby (1999 Digital Remaster)",-8.662,116.36,4,4,1,253.12608,0.407233015,1973,0
"4409","TRAHXWA128F4265D32","Eric Burdon","Hook Of Holland",-9.951,148.142,4,6,0,271.64689,0.407233015,0,0
"5971","TRAKDGR128F4294231","Jaguares","El Momento",-9.795,119.09,4,9,0,302.8371,0.407233015,2001,0
"6576","TRALIQF128F930B7B0","Eko Fresh","Hart(z) IV",-1.714,86.928,4,1,1,238.13179,0.407233015,0,0
"7169","TRAMKKJ128F1463612","Burning Spear","Tumble Down",-14.241,101.799,1,8,1,217.93914,0.407233015,1991,0
"7296","TRAMWIC128F92FCC79","Stephen Marley / Damian Marley","The Mission",-7.842,115.823,4,9,0,273.89342,0.407233015,2008,0
"7862","TRANTOT128F428ACD8","Bad Religion","Fertile Crescent (bonus track)",-3.376,139.755,1,8,1,138.52689,0.407233015,1992,0
"8384","TRAOMQN128F9328043","MIMS","Life Of A Star",-4.213,127.779,5,4,1,230.53016,0.407233015,2009,0
"8390","TRAONEQ128F42A8AB7","TEN MADISON","Leaving Melbourne",-7.827,133.326,5,4,0,283.76771,0.407233015,2006,0
"9556","TRAQMZB128EF351A09","The Game feat. Jim Jones Camron & Bezell","Certified Gangstas (featuring Jim Jones Camron & Bezell)",-6.647,69.555,7,7,1,210.23302,0.407233015,0,0
"9619","TRAQSYW12903CB969B","John Frizzell","Carrie's Theme",-29.999,91.434,4,2,0,100.75383,0.407233015,2009,0
"10208","TRARTYI128F427E74C","The Chap","Volumatic Spacer Device",-8.337,123.007,4,6,0,207.28118,0.407233015,2003,0
"10652","TRASJND128F427F993","Jamie Richards","Turn It Up",-7.183,115.079,4,10,1,269.84444,0.407233015,0,0
"14177","TRAYMGQ128F4273588","Daler Mehndi","Gora Gora Badan",-3.819,140.026,4,3,0,237.92281,0.406980284,0,0
"178","TRAANBH128F9345A6C","Diesel Boy","Cooler Than You",-4.793,133.729,1,11,1,124.15955,0.405652196,1998,0
"16","TRAABLR128F423B7E3","Blue Rodeo","Floating",-8.576,119.826,4,7,1,491.12771,0.405115722,1987,0
"53","TRAADYI128E078FB38","Lost Boyz","Certain Things We Do",-11.043,90.218,4,7,1,269.7922,0.405115722,1997,0
"103","TRAAHRF128F92FE234","The Brooklyn Tabernacle Choir","Lead Me Lord",-11.829,216.195,5,7,1,324.44036,0.405115722,1995,0
"270","TRAAUZX128F92F3D53","Rah Digga (Featuring Outsidaz)","The Last Word (Amended Version)",-7.307,201.802,3,7,1,256.80934,0.405115722,2000,0
"840","TRABSKK128F421A902","Elvin Bishop","Party Til The Cows Come Home",-5.208,150.013,4,7,1,254.56281,0.405115722,2005,0
"1385","TRACOBC128F4266853","Ty Herndon;Stephanie Bentley","Heart Half Empty",-7.688,74.166,5,10,1,295.3922,0.405115722,0,0
"2060","TRADUOU12903CF4323","At All Cost","Drugs",-6.465,100.331,7,3,0,443.68934,0.405115722,2007,0
"2444","TRAEBPG128F14AA0DA","Leon Russell","Jambalaya (On The Bayou)",-14.073,99.435,4,0,1,169.35138,0.405115722,0,0
"2662","TRAEWEC128F421F5D9","Laurindo Almeida","Pega Joso",-19.87,128.664,1,0,1,201.03791,0.405115722,0,0
"3001","TRAFDFD128F14B07AB","THE COOKIES","Chains (LP Version)",-7.848,120.183,4,2,1,149.18485,0.405115722,0,0
"3049","TRAFISG128F4263F8A","Ultimate Fakebook","This Will Be Laughing Week",-9.873,130.815,1,7,1,116.4273,0.405115722,0,0
"3201","TRAFWCO12903CB146E","Erja Lyytinen","Soul Of A Man",-13.411,91.76,4,7,1,111.80363,0.405115722,2010,0
"3214","TRAFXMZ128F42AFC47","Otis Spann","Can't Do Me No Good",-10.401,86.296,4,7,1,141.24363,0.405115722,1997,0
"3539","TRAGBND128F92FC400","Rokia TraorÃ©","ChÃ¢teau de sable",-13.807,96.311,4,7,1,340.50567,0.405115722,2000,0
"3560","TRAGDFG128F42934A0","Sugarbomb","Gone",-4.866,139.778,4,2,1,219.74159,0.405115722,2001,0
"3734","TRAGSIT128F426F746","ZO2","Isolate",-4.098,150.715,4,7,1,276.4273,0.405115722,2007,0
"4308","TRAHQKV12903CB6CA9","Dobet GnahorÃ©","Wigue",-15.912,142.782,3,1,0,46.21016,0.405115722,2010,0
"4848","TRAIHSY128F1484AB6","Irma Thomas","I'm Gonna Cry Til' My Tears Run Dry",-10.22,183.882,3,5,0,146.88608,0.405115722,2004,0
"4884","TRAIKAW128E0785000","Moments In Grace","Broken Promises (album version)",-6.214,145.147,4,10,1,195.91791,0.405115722,2004,0
"6035","TRAKJTB128F148C560","Erick Sermon","Safe Sex",-9.436,197.741,4,1,0,223.4771,0.405115722,1993,0
"6036","TRAKJYQ128F934B22E","40 Grit","A Part Of Me",-8.951,148.234,4,11,0,250.67057,0.405115722,2003,0
"6689","TRALSOA128F4275F49","CafÃ© Quijano","PoesÃ_a De Amor",-9.37,102.677,4,11,0,262.37342,0.405115722,1998,0
"7747","TRANLQA128F930F8F8","Statues","The Last Stand",-5.39,182.195,4,9,1,127.73832,0.405115722,2006,0
"8460","TRAOTVL12903CABE54","4Him","You Are Holy",-9.908,139.919,4,0,1,296.98567,0.405115722,1995,0
"9447","TRAQEKV128F147B762","Kim English","Treat Me Right (Jon Cutler Album Version)",-5.193,123.978,4,4,0,292.5971,0.405115722,0,0
"10580","TRASCAU128E078FB37","Lost Boyz","What's Wrong",-11.657,98.431,4,1,1,250.27873,0.405115722,1997,0
"10613","TRASGBN128F42951D4","Ian Moore","Itsy Bitsy Spider",-8.204,95.072,4,7,1,151.09179,0.405115722,0,0
"11721","TRAUALM128E0784FF4","Danny Wright","Carol of the Bells (Album Version)",-17.041,95.995,3,7,0,240.53506,0.405115722,0,0
"12498","TRAVTTD12903C924AD","J.B.Lenoir","(I Wanna) Play A Little While",-15.622,157.532,4,8,1,167.23546,0.405115722,0,0
"12951","TRAWHZS128F429CF97","Marco Beltrami","Dead Hackers",-20.823,119.729,4,11,1,91.37587,0.405115722,2007,0
"13536","TRAXEYV128F932CD95","Laurie Berkner","Zodiac",-16.28,141.117,4,10,0,58.40934,0.405115722,0,0
"13541","TRAXFTO12903CAEA49","Ebba Forsberg","Halleluja",-12.53,85.356,5,5,1,348.99546,0.405115722,0,0
"13761","TRAXZSJ128F145B3B0","Be Bop Deluxe","Piece Of Mine",-11.803,127.803,4,4,1,312.58077,0.405115722,1977,0
"14162","TRAYKVV12903CC6B9F","Fontaine Sisters","Silver Bells",-7.35,84.138,1,7,1,199.00036,0.405115722,2004,0
"14269","TRAYUNC128F92DE84B","Cross Country","In The Midnight Hour",-13.485,81.95,1,4,1,193.64526,0.405115722,2009,0
"22924","TRBCFUS128F92C90DD","Dora The Explorer","Limbo Rock",-6.014,105.019,4,11,0,159.29424,0.405115722,2006,0
"804","TRABPCM128F1473A75","The Rascals","Nubia (LP Version)",-9.899,113.058,1,2,0,223.89506,0.405052003,0,0
"2685","TRAEXXT128F427AF12","Williamson","Time You'll Never Get Back",-11.96,105.982,4,7,1,354.06322,0.403798072,2003,0
"12472","TRAVRIX128F92E8629","Petrol","Ogni Silenzio",-7.417,121.99,4,0,1,273.24036,0.401925735,0,0
"12000","TRAUZLI128F427EA58","James Horner","The Stranger",-30.387,186.138,4,2,0,231.57506,0.401502463,2003,0
"677","TRABDTV128E0791839","Natural Elements","Mayday",-6.318,185.88,4,1,1,338.1024,0.401486711,1998,0
"6744","TRALYWI128EF33EDC7","The Last Days Of Jesus","Life In Line",-6.248,125.126,4,8,1,209.55383,0.401486711,2004,0
"7819","TRANRDW128E0793D49","Rainbow","Still I'm Sad",-10.178,162.384,4,11,0,663.24853,0.401486711,1975,0
"7920","TRANYVC12903CF1535","Roj","The Process Revealed",-12.912,115.307,4,7,1,65.95873,0.401486711,0,0
"10043","TRAREOY128F93199EF","Milieu","Blackwood Moth",-13.08,87.003,4,10,1,371.87873,0.401486711,2007,0
"10175","TRARRMK12903CDF793","Mistress","Shovel",-4.523,146.331,4,0,1,580.70159,0.401486711,2005,0
"10731","TRASQLJ128F4288DD0","Outerspace","Fire and Ice",-4.974,96.716,4,7,1,242.78159,0.401486711,2004,0
"13690","TRAXTAU128F930A7EF","Mithotyn","Let Thy Ale Swing",-5.225,179.832,1,7,1,58.30485,0.401486711,1998,0
"22981","TRBCKPU128F92D9B79","Power Pill Fist","Chuckanut Drive",0.566,138.387,3,5,1,291.42159,0.401486711,2008,0
"11827","TRAUKGN128F1499A8D","Timbalada","Maracaia",-7.203,180.06,4,10,0,242.1024,0.401095297,2006,0
"651","TRABBBV128F42967D7","Los Manolos","Rumba De Barcelona",-4.37,118.595,4,7,0,218.38322,0.400443466,0,0
"13691","TRAXTDT128F4243F22","Clifton Chenier","It's Hard",-8.336,109.681,3,0,1,204.32934,0.400443466,0,0
"771","TRABLYQ128F429A9F8","Luar Na Lubre","Terra",-8.654,229.913,3,2,0,251.81995,0.400039657,2001,0
"1849","TRADCIM128F427A3A1","Wyclef Jean featuring Butch Cassidy and Sharissa","You Say Keep It Gangsta",-3.947,183.58,1,5,1,238.47138,0.400039657,2002,0
"3658","TRAGLFE128F428566B","Patrick Bruel","Au Bout De La Marelle",-8.086,105.994,4,7,1,257.2273,0.400039657,1999,0
"5427","TRAJEUV12903D15D6D","Luke Vibert","Mate Tron",-9.801,125.008,4,0,1,420.15302,0.400039657,2007,0
"6672","TRALRKB128F42B74D2","Dave Weckl","Just An Illusion",-11.638,93.502,4,0,1,311.01342,0.400039657,1994,0
"7883","TRANVKJ128F92F1561","Lonestar","Somebody's Someone",-8.163,141.171,4,4,1,263.49669,0.400039657,2004,0
"11767","TRAUDYH128F9301EF1","Joy Division","The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check)",-6.521,117.339,4,1,0,245.34159,0.400039657,0,0
"12327","TRAVDDJ128F92EF09C","Creedence Clearwater Revisited","Proud mary",-6.548,123.522,4,7,1,203.7024,0.400039657,1998,0
"14276","TRAYUXO12903C99CBF","The Fray","You Found Me",-6.093,151.983,4,11,1,240.56118,0.399899548,2008,0
"11998","TRAUZKB128F4287ED6","The Scare","NOT IN LOVE",-4.692,95.33,3,9,0,218.95791,0.396700138,0,0
"13143","TRAWXYT128F428CBE4","Uphill Battle","Climate Control",-6.563,107.329,4,2,1,323.36934,0.396700138,2002,0
"39","TRAADEV128F9348C0A","Javier Navarrete","Midnight Swim",-17.699,90.932,3,3,1,128.83546,0.394394856,0,0
"120","TRAAINT128F933BBE0","Les Ogres De Barback","Niev nietch nievitch",-6.01,137.888,1,4,0,254.06649,0.394394856,1999,0
"1449","TRACUGA128F14ACFB8","Elliot Goldenthal","Bullet Frenzy",-13.179,148.505,5,2,1,617.82159,0.394394856,2003,0
"2025","TRADRTD128F92DA070","The Forms","Innizar",-9.073,78.134,4,2,1,208.14322,0.394394856,2003,0
"6155","TRAKVLY128F426E6AD","THE CHIFFONS","Did You Ever Go Steady",-6.863,122.939,4,9,1,138.762,0.394394856,1963,0
"10098","TRARKDV128F42500F2","Tshala Muana","Banda Yango",-5.252,137.349,4,7,1,390.63465,0.394394856,2001,0
"11844","TRAULGT12903D10B94","BB King","She Don't Move Me No More",-12.967,52.932,4,11,1,186.40934,0.394394856,1995,0
"13012","TRAWMMI128F149CB27","Dexys Midnight Runners","Breaking Down The Walls Of Heartache",-6.913,155.521,1,1,0,245.36771,0.394394856,1991,0
"13160","TRAWZYH128F422FE57","Jesus Jones","All The Answers",-5.844,110.47,4,4,0,227.73506,0.394394856,1989,0
"13040","TRAWOVS128F424DC49","Adam Richman","From The Pain",-22.646,127.677,1,3,1,344.94649,0.39407153,2005,0
"146","TRAAKSB128F934D73A","Gil Semedo","Festa",-6.284,150.666,5,11,1,285.36118,0.392008771,0,0
"655","TRABBNP128F932546F","Chase & Status","Ten Tonne",-5.134,174.993,4,4,0,337.68444,0.392008771,2005,0
"799","TRABOUV128F149E919","The Impressions","The Girl I Find (LP Version)",-10.453,81.586,5,1,1,159.29424,0.392008771,0,0
"912","TRABZCL128E0789AED","Shelby Lynne","Old Times Sake",-15.546,121.773,4,7,1,290.97751,0.392008771,2005,0
"1958","TRADMAJ128F92F566E","OV7","Una na na",-3.593,99.995,4,11,1,239.67302,0.392008771,2001,0
"3090","TRAFLYL128F932DB93","Atari Teenage Riot","Live At Brixton Academy 1999",-7.638,74.384,7,10,1,1598.1971,0.392008771,2000,0
"3136","TRAFQEF128F93561A7","Afrob feat. Sarah","Gief Konjunkturpaket VI",-5.319,180.327,1,2,1,258.19383,0.392008771,2009,0
"5375","TRAJARM128F426379B","Janitor Joe","Boyfriend",-12.114,160.979,4,7,1,169.22077,0.392008771,1993,0
"5541","TRAJPIK128F1460C83","David Banner","Bush",-3.737,99.487,5,6,1,183.90159,0.392008771,2003,0
"6150","TRAKVFJ12903CD4045","Papoose","Intro",-10.951,95.147,1,1,0,46.47138,0.392008771,2006,0
"6730","TRALXGM128F92C7D26","The Chap","What's Love Got to Do With It",-7.507,181.863,4,4,0,216.2673,0.392008771,2008,0
"7770","TRANNES128F4277849","Los Van Van","Appapas Del Calabar",-5.801,202.153,4,7,1,268.042,0.392008771,1999,0
"9065","TRAPXSL128F42305D6","Kitaro","Quasar",-10.282,126.339,4,7,1,410.06975,0.392008771,2006,0
